BillNo,Sn,ArriveDate,RecordDate
QZ0020335,0,961219,970110
QZ0020336,0,961219,970110
QZ0020337,0,961219,970110
QZ0020338,0,961221,970111
QZ0020339,0,961221,970111
QZ0020340,0,961219,970110
QZ0020341,0,961221,970111
QZ0020343,0,961220,970110
QZ0020344,0,961219,970110
QZ0020345,0,961219,970110
QZ0020346,0,961220,970110
QZ0020347,0,961219,970110
QZ0020348,0,961219,970110
QZ0020349,0,961219,970110
QZ0020350,0,961222,970114
QZ0020351,0,961221,970110
QZ0020352,0,961219,970110
QZ0020353,0,961219,970110
QZ0020354,0,961219,970110
QZ0020355,0,961219,970110
QZ0020356,0,961219,970110
QZ0020357,0,961219,970110
QZ0020358,0,961219,970110
QZ0020359,0,961219,970110
QZ0020360,0,961219,970110
QZ0020361,0,961221,970114
QZ0020362,0,961220,970110
QZ0020365,0,961219,970110
QZ0020366,0,961221,970114
QZ0020367,0,961220,970110
QZ0020368,0,961221,970111
QZ0020369,0,961220,970110
QZ0020370,0,961221,970111
QZ0020371,0,961219,970110
QZ0020372,0,961219,970110
QZ0020373,0,961219,970110
QZ0020374,0,961219,970110
QZ0020375,0,961219,970110
QZ0020376,0,961219,970110
QZ0020377,0,961219,970110
QZ0020378,0,961219,970110
QZ0020379,0,961221,970111
QZ0020380,0,961221,970114
QZ0020381,0,961221,970110
QZ0020382,0,961219,970110
QZ0020383,0,961220,970111
QZ0020384,0,961220,970110
QZ0020385,0,961220,970110
QZ0020386,0,961219,970110
QZ0020387,0,961221,970111
QZ0020388,0,961221,970111
QZ0020389,0,961221,970122
QZ0020390,0,961221,970122
QZ0020391,0,961221,970122
QZ0020392,0,961221,970122
QZ0020393,0,961224,970122
QZ0020394,0,961221,970111
QZ0020395,0,961219,970110
QZ0020396,0,961219,970110
QZ0020397,0,961219,970110
QZ0020398,0,961219,970110
QZ0020399,0,961219,970110
QZ0020400,0,961219,970110
QZ0020401,0,961219,970110
QZ0020402,0,961219,970110
QZ0020403,0,961219,970111
QZ0020404,0,961220,970110
QZ0020429,0,961223,970110
QZ0020405,0,961219,970110
QZ0020406,0,961219,970110
QZ0020407,0,961219,970110
QZ0020408,0,961219,970110
QZ0020409,0,961224,970114
QZ0020410,0,961219,970110
QZ0020412,0,961219,970110
QZ0020413,0,961219,970110
QZ0020414,0,961219,970110
QZ0020415,0,961219,970110
QZ0020416,0,961219,970110
QZ0020417,0,961219,970110
QZ0020418,0,961221,970111
QZ0020419,0,961219,970110
QZ0020420,0,961221,970111
QZ0020421,0,961219,970110
QZ0020422,0,961220,970111
QZ0020423,0,961220,970111
QZ0020424,0,961219,970110
QZ0020425,0,961219,970110
QZ0020426,0,961219,970110
QZ0020427,0,961219,970110
QZ0020428,0,961219,970110
QZ0020441,0,961224,970114
QZ0020442,0,961221,970114
QZ0020443,0,961219,970110
QZ0020444,0,961220,970111
QZ0020445,0,961220,970111
QZ0020446,0,961219,970110
QZ0020447,0,961219,970110
QZ0020448,0,961219,970110
QZ0020449,0,961221,970111
QZ0020451,0,961219,970110
QZ0020452,0,961220,970110
QZ0020453,0,970104,970111
QZ0021386,0,970124,970204
QZ0021387,0,970122,970204
QZ0021388,0,970122,970205
QZ0021389,0,970128,970205
QZ0021391,0,970122,970204
QZ0021392,0,970124,970204
QZ0021393,0,970122,970204
QZ0021394,0,970124,970204
QZ0021395,0,970123,970205
QZ0021396,0,970123,970205
QZ0022106,0,970131,970226
QZ0020454,0,970104,970111
QZ0020455,0,970104,970111
QZ0020456,0,970104,970111
QZ0020457,0,970104,970111
QZ0020458,0,970104,970111
QZ0020459,0,961219,970110
QZ0020460,0,961221,970111
QZ0020461,0,961219,970110
QZ0020462,0,961219,970110
QZ0020463,0,961219,970110
QZ0020464,0,961219,970110
QZ0020465,0,961219,970110
QZ0020466,0,961219,970110
QZ0020467,0,961221,970111
QZ0020468,0,961221,970111
QZ0020469,0,961221,970111
QZ0020470,0,961221,970111
QZ0020471,0,961221,970111
QZ0020472,0,961221,970111
QZ0020475,0,961221,970111
QZ0020476,0,961219,970110
QZ0020477,0,961220,970110
QZ0020478,0,961220,970110
QZ0020479,0,961219,970110
QZ0020480,0,961221,970111
QZ0020481,0,961220,970110
QZ0020482,0,961220,970110
QZ0020483,0,961220,970110
QZ0020484,0,961220,970111
QZ0020485,0,961220,970111
QZ0020486,0,961219,970110
QZ0020487,0,961219,970110
QZ0020488,0,961219,970110
QZ0020489,0,961219,970110
QZ0020490,0,961219,970110
QZ0020491,0,961219,970110
QZ0020492,0,961219,970110
QZ0020493,0,961219,970110
QZ0020494,0,961219,970110
QZ0020495,0,961219,970110
QZ0020496,0,961219,970110
QZ0020497,0,961219,970110
QZ0020498,0,961219,970110
QZ0020499,0,961219,970110
QZ0020500,0,961219,970110
QZ0020501,0,961219,970110
QZ0020502,0,961219,970110
QZ0020503,0,961219,970110
QZ0020504,0,961219,970110
QZ0020505,0,961219,970110
QZ0020506,0,961219,970110
QZ0020507,0,961219,970110
QZ0020508,0,961219,970110
QZ0020509,0,961219,970110
QZ0020510,0,961221,970111
QZ0020511,0,961221,970111
QZ0020512,0,961221,970111
QZ0020513,0,961220,970110
QZ0020514,0,961221,970111
QZ0020515,0,961221,970111
QZ0020516,0,961221,970114
QZ0020517,0,961219,970110
QZ0020518,0,961219,970110
QZ0020519,0,961219,970110
QZ0020520,0,961220,970111
QZ0020522,0,961219,970111
QZ0020523,0,961220,970111
QZ0020524,0,961219,970110
QZ0020525,0,961219,970110
QZ0020526,0,961219,970110
QZ0020527,0,961219,970110
QZ0020528,0,961219,970110
QZ0020529,0,961219,970111
QZ0020530,0,961220,970111
QZ0020531,0,961220,970111
QZ0020532,0,961220,970111
QZ0020533,0,961220,970111
QZ0020534,0,961219,970110
QZ0020535,0,961219,970110
QZ0020536,0,961219,970110
QZ0020537,0,961219,970110
QZ0020538,0,961219,970110
QZ0020539,0,961222,970110
QZ0020540,0,961222,970110
QZ0020541,0,961220,970110
QZ0020542,0,961219,970110
QZ0020543,0,961219,970110
QZ0020544,0,961219,970110
QZ0020545,0,961219,970110
QZ0020546,0,961221,970111
QZ0020547,0,961221,970111
QZ0020548,0,961221,970111
QZ0020549,0,961220,970111
QZ0020550,0,961220,970111
QZ0020551,0,961219,970110
QZ0020552,0,961221,970111
QZ0020553,0,961219,970110
QZ0020554,0,961219,970110
QZ0020555,0,961219,970110
QZ0020556,0,961219,970110
QZ0020557,0,961219,970110
QZ0020558,0,961219,970110
QZ0020559,0,961219,970110
QZ0020560,0,961219,970110
QZ0020561,0,961219,970110
QZ0020562,0,961220,970110
QZ0020563,0,961220,970111
QZ0020564,0,961219,970110
QZ0020566,0,961219,970110
QZ0020567,0,961219,970110
QZ0020568,0,961219,970110
QZ0020569,0,961220,970111
QZ0020570,0,961221,970110
QZ0020571,0,961219,970110
QZ0020572,0,961219,970110
QZ0020573,0,961221,970111
QZ0020574,0,961221,970111
QZ0020575,0,961221,970111
QZ0020576,0,961219,970110
QZ0020577,0,961219,970110
QZ0020578,0,961219,970110
QZ0020579,0,961219,970110
QZ0020580,0,961219,970110
QZ0020581,0,961219,970110
QZ0020582,0,961221,970110
QZ0020583,0,961224,970110
QZ0020584,0,961224,970110
QZ0020585,0,961219,970110
QZ0020586,0,961221,970114
QZ0020587,0,961221,970111
QZ0020588,0,961221,970111
QZ0020590,0,961221,970114
QZ0020591,0,961219,970110
QZ0020592,0,961221,970111
QZ0020593,0,961219,970110
QZ0020594,0,961219,970110
QZ0020595,0,961219,970110
QZ0020596,0,961219,970110
QZ0020597,0,961219,970110
QZ0020598,0,961219,970110
QZ0020599,0,961219,970110
QZ0020600,0,961221,970111
QZ0020601,0,961221,970111
QZ0020602,0,961219,970110
QZ0020603,0,961219,970110
QZ0020604,0,961219,970110
QZ0020605,0,961221,970111
QZ0020606,0,961219,970110
QZ0020607,0,961219,970110
QZ0020608,0,961219,970110
QZ0020609,0,961220,970111
QZ0020613,0,961219,970110
QZ0020614,0,961219,970110
QZ0020615,0,961221,970111
QZ0020616,0,961221,970111
QZ0020617,0,961219,970110
QZ0020618,0,961219,970110
QZ0020619,0,961220,970111
QZ0020620,0,961219,970110
QZ0020621,0,961219,970110
QZ0020622,0,961219,970110
QZ0020623,0,961219,970110
QZ0020642,0,961221,970111
QZ0020643,0,970107,970114
QZ0020644,0,970104,970111
QZ0020645,0,970104,970111
QZ0020646,0,970104,970111
QZ0020647,0,970108,970114
QZ0020648,0,970107,970110
QZ0020649,0,970108,970114
QZ0020650,0,970108,970114
QZ0020651,0,970108,970114
QZ0020652,0,970104,970111
QZ0020653,0,970108,970122
QZ0020654,0,970109,970122
QZ0020655,0,970104,970111
QZ0020656,0,970104,970111
QZ0020657,0,970108,970114
QZ0020658,0,970108,970114
QZ0020659,0,970107,970110
QZ0020660,0,970108,970114
QZ0020661,0,970104,970111
QZ0020662,0,970108,970122
QZ0020663,0,970104,970111
QZ0020664,0,970108,970114
QZ0020665,0,970104,970111
QZ0020666,0,970108,970114
QZ0020667,0,970104,970122
QZ0020668,0,970104,970111
QZ0020669,0,970104,970111
QZ0020670,0,970107,970114
QZ0020671,0,970108,970114
QZ0020672,0,970104,970111
QZ0020673,0,970104,970111
QZ0020675,0,970104,970111
QZ0020676,0,970104,970111
QZ0020677,0,970107,970114
QZ0020678,0,970107,970114
QZ0020679,0,970104,970111
QZ0020680,0,970108,970114
QZ0020681,0,970107,970110
QZ0020683,0,970108,970114
QZ0020684,0,970108,970114
QZ0020685,0,970108,970114
QZ0020686,0,970108,970114
QZ0020687,0,970109,970114
QZ0020688,0,970111,970122
QZ0020689,0,970108,970114
QZ0020690,0,970108,970114
QZ0020691,0,970108,970114
QZ0020692,0,970104,970111
QZ0020694,0,970107,970114
QZ0020695,0,970104,970111
QZ0020696,0,970104,970111
QZ0020697,0,970104,970111
QZ0020698,0,970104,970111
QZ0020699,0,970104,970111
QZ0020700,0,970108,970114
QZ0020701,0,970104,970111
QZ0020702,0,970108,970114
QZ0020703,0,970104,970111
QZ0020704,0,970104,970111
QZ0020705,0,970108,970122
QZ0020707,0,970108,970114
QZ0020709,0,970108,970114
QZ0020710,0,970104,970111
QZ0020711,0,970104,970111
QZ0020712,0,970104,970111
QZ0020714,0,970108,970114
QZ0020715,0,970104,970114
QZ0020716,0,970110,970122
QZ0020717,0,970104,970111
QZ0020718,0,970104,970111
QZ0020719,0,970104,970111
QZ0020720,0,970104,970111
QZ0020721,0,970108,970114
QZ0020722,0,970109,970114
QZ0020723,0,970108,970114
QZ0020724,0,970108,970114
QZ0020725,0,970108,970114
QZ0020726,0,970108,970114
QZ0020727,0,970104,970111
QZ0020728,0,970107,970114
QZ0020729,0,970104,970111
QZ0020730,0,970104,970111
QZ0020731,0,970104,970111
QZ0020732,0,970104,970114
QZ0020733,0,970104,970111
QZ0020734,0,970108,970114
QZ0020735,0,970104,970122
QZ0020736,0,970109,970114
QZ0020737,0,970107,970114
QZ0020738,0,970107,970114
QZ0020739,0,970107,970110
QZ0020740,0,970108,970122
QZ0020741,0,970108,970122
QZ0020742,0,970104,970111
QZ0020743,0,970104,970111
QZ0020744,0,970104,970122
QZ0020745,0,970107,970114
QZ0020746,0,970108,970114
QZ0020747,0,970107,970114
QZ0020748,0,970108,970114
QZ0020749,0,970108,970114
QZ0020750,0,970108,970114
QZ0020751,0,970104,970111
QZ0020752,0,970107,970114
QZ0020753,0,970104,970111
QZ0020754,0,970109,970122
QZ0020755,0,970109,970122
QZ0020756,0,970109,970122
QZ0020757,0,970107,970114
QZ0020758,0,970108,970114
QZ0020760,0,970108,970114
QZ0020761,0,970104,970111
QZ0020762,0,970109,970122
QZ0020763,0,970108,970114
QZ0020764,0,970108,970114
QZ0020765,0,970108,970114
QZ0020766,0,970108,970114
QZ0020767,0,970109,970114
QZ0020768,0,961224,970110
QZ0020769,0,970104,970114
QZ0020770,0,970108,970122
QZ0020771,0,970108,970122
QZ0020772,0,970108,970122
QZ0020773,0,970107,970114
QZ0020774,0,970109,970114
QZ0020775,0,970108,970114
QZ0020776,0,970104,970111
QZ0020777,0,970104,970111
QZ0020778,0,970104,970111
QZ0020779,0,970104,970111
QZ0020780,0,970104,970111
QZ0020781,0,970104,970111
QZ0020782,0,970108,970122
QZ0020783,0,970104,970111
QZ0020784,0,970104,970111
QZ0020786,0,970108,970114
QZ0020787,0,970104,970111
QZ0020788,0,970107,970114
QZ0020789,0,970107,970114
QZ0020790,0,970108,970122
QZ0020791,0,970108,970114
QZ0020792,0,970108,970114
QZ0020793,0,970107,970114
QZ0020794,0,970107,970114
QZ0020795,0,970107,970114
QZ0020796,0,970107,970114
QZ0020797,0,970104,970111
QZ0020798,0,970104,970111
QZ0020799,0,970104,970111
QZ0020800,0,970303,970310
QZ0020801,0,970303,970310
QZ0020802,0,970108,970114
QZ0020803,0,970108,970114
QZ0020804,0,970104,970111
QZ0020805,0,970108,970122
QZ0020806,0,970107,970122
QZ0020808,0,970104,970111
QZ0020809,0,970111,970122
QZ0020810,0,970104,970111
QZ0020811,0,970104,970111
QZ0020812,0,970104,970111
QZ0020813,0,970104,970111
QZ0020814,0,970104,970111
QZ0020815,0,970108,970114
QZ0020816,0,970107,970114
QZ0020817,0,970104,970114
QZ0020818,0,970104,970111
QZ0020821,0,970104,970111
QZ0020822,0,970107,970114
QZ0020823,0,970107,970114
QZ0020824,0,970107,970110
QZ0020825,0,970104,970111
QZ0020826,0,970108,970114
QZ0020827,0,970109,970114
QZ0020828,0,970109,970114
QZ0020829,0,970108,970114
QZ0020830,0,970107,970122
QZ0020831,0,970107,970110
QZ0020832,0,970107,970110
QZ0020833,0,970104,970204
QZ0020834,0,970104,970204
QZ0020835,0,970108,970122
QZ0020836,0,970108,970122
QZ0020837,0,970104,970111
QZ0020838,0,970104,970111
QZ0020839,0,970104,970111
QZ0020840,0,970104,970111
QZ0020841,0,970104,970111
QZ0020842,0,970104,970111
QZ0020843,0,970104,970111
QZ0020844,0,970108,970114
QZ0020845,0,970108,970114
QZ0020846,0,970108,970114
QZ0020847,0,970108,970114
QZ0020848,0,970108,970114
QZ0020849,0,970108,970114
QZ0020850,0,970104,970122
QZ0020851,0,970108,970114
QZ0020852,0,970104,970111
QZ0020853,0,970107,970204
QZ0020854,0,970104,970111
QZ0020855,0,970108,970114
QZ0020856,0,970104,970114
QZ0020857,0,970104,970122
QZ0020858,0,970108,970114
QZ0020859,0,970104,970111
QZ0020860,0,970104,970111
QZ0020862,0,970104,970111
QZ0020863,0,970108,970122
QZ0020864,0,970108,970114
QZ0020865,0,970108,970122
QZ0020866,0,970104,970111
QZ0020867,0,970104,970111
QZ0020868,0,970104,970111
QZ0020869,0,970108,970114
QZ0020870,0,970108,970114
QZ0020871,0,970104,970114
QZ0020872,0,970107,970114
QZ0020873,0,970104,970114
QZ0020874,0,970104,970111
QZ0020875,0,970104,970111
QZ0020876,0,970104,970111
QZ0020879,0,970107,970110
QZ0020880,0,970108,970114
QZ0020881,0,970104,970111
QZ0020882,0,970108,970122
QZ0020883,0,970108,970122
QZ0020884,0,970107,970110
QZ0020885,0,970104,970111
QZ0020886,0,970104,970111
QZ0020887,0,970104,970111
QZ0020888,0,970108,970114
QZ0020889,0,970111,970204
QZ0020890,0,970107,970114
QZ0020891,0,970104,970111
QZ0020892,0,970107,970110
QZ0020893,0,970104,970111
QZ0020894,0,970104,970111
QZ0020895,0,970104,970111
QZ0020896,0,970107,970114
QZ0020897,0,970104,970114
QZ0020898,0,970107,970114
QZ0020899,0,970107,970110
QZ0020900,0,970104,970111
QZ0020901,0,970104,970111
QZ0020902,0,970108,970114
QZ0020903,0,970108,970114
QZ0020904,0,970107,970114
QZ0020906,0,970108,970114
QZ0020907,0,970104,970111
QZ0020908,0,970108,970114
QZ0020909,0,970107,970114
QZ0020910,0,970104,970111
QZ0020911,0,970104,970114
QZ0020912,0,970107,970122
QZ0020913,0,970104,970111
QZ0020915,0,970104,970111
QZ0020916,0,970104,970111
QZ0020917,0,970107,970114
QZ0020918,0,970107,970114
QZ0020919,0,970104,970111
QZ0020921,0,970107,970114
QZ0020924,0,970108,970114
QZ0020925,0,970108,970114
QZ0020926,0,970104,970114
QZ0020927,0,970104,970111
QZ0020929,0,970104,970111
QZ0020930,0,970107,970122
QZ0020931,0,970108,970122
QZ0020932,0,970104,970122
QZ0020933,0,970104,970111
QZ0020934,0,970104,970111
QZ0020935,0,970107,970114
QZ0020936,0,970104,970111
QZ0020937,0,970104,970114
QZ0020938,0,970104,970114
QZ0020939,0,970104,970114
QZ0020940,0,970104,970111
QZ0020941,0,970104,970111
QZ0020942,0,970109,970122
QZ0020943,0,970104,970111
QZ0020944,0,970108,970114
QZ0020945,0,970108,970114
QZ0020946,0,970104,970111
QZ0020947,0,970104,970111
QZ0020948,0,970104,970111
QZ0020949,0,970104,970111
QZ0020950,0,970110,970122
QZ0020951,0,970110,970122
QZ0020952,0,970104,970111
QZ0020953,0,970108,970114
QZ0020954,0,970108,970114
QZ0020955,0,970108,970114
QZ0020956,0,970108,970114
QZ0020957,0,970107,970114
QZ0020958,0,970108,970114
QZ0020959,0,970107,970114
QZ0020960,0,970107,970114
QZ0020961,0,970104,970111
QZ0020962,0,970104,970111
QZ0020963,0,970107,970114
QZ0020964,0,970107,970114
QZ0020965,0,970104,970111
QZ0020966,0,970104,970122
QZ0020967,0,970107,970122
QZ0020968,0,970108,970114
QZ0020973,0,970108,970114
QZ0020974,0,970104,970111
QZ0020975,0,970104,970111
QZ0020976,0,970104,970111
QZ0020977,0,970104,970111
QZ0020978,0,970104,970111
QZ0020979,0,970104,970111
QZ0020980,0,970104,970111
QZ0020981,0,970104,970111
QZ0020982,0,970104,970111
QZ0020983,0,970104,970111
QZ0020984,0,970108,970114
QZ0020985,0,970108,970114
QZ0020986,0,970108,970114
QZ0020987,0,970108,970114
QZ0020988,0,970108,970114
QZ0020989,0,970108,970114
QZ0020990,0,970108,970114
QZ0020991,0,970104,970111
QZ0020992,0,970108,970114
QZ0020993,0,970108,970114
QZ0020994,0,970108,970114
QZ0020995,0,970104,970111
QZ0020996,0,970104,970111
QZ0020997,0,970104,970111
QZ0020998,0,970104,970111
QZ0020999,0,970104,970111
QZ0021000,0,970104,970111
QZ0021001,0,970108,970114
QZ0021002,0,970104,970111
QZ0021003,0,970104,970111
QZ0021004,0,970108,970114
QZ0021005,0,970104,970111
QZ0021006,0,970107,970114
QZ0021009,0,970107,970114
QZ0021010,0,970107,970114
QZ0021011,0,970104,970111
QZ0021012,0,970104,970114
QZ0021013,0,970104,970114
QZ0021014,0,970104,970114
QZ0021016,0,970104,970111
QZ0021017,0,970104,970111
QZ0021018,0,970107,970114
QZ0021019,0,970107,970114
QZ0021020,0,970107,970114
QZ0021021,0,970104,970111
QZ0021022,0,970104,970111
QZ0021023,0,970104,970111
QZ0021024,0,970114,970122
QZ0021025,0,970114,970122
QZ0021026,0,970104,970111
QZ0021027,0,970108,970114
QZ0021028,0,970108,970114
QZ0021029,0,970104,970111
QZ0021030,0,970104,970111
QZ0021031,0,970104,970111
QZ0021032,0,970104,970111
QZ0021033,0,970104,970111
QZ0021034,0,970107,970110
QZ0021035,0,970108,970114
QZ0021036,0,970104,970111
QZ0021037,0,970108,970122
QZ0021039,0,970107,970114
QZ0021040,0,970104,970111
QZ0021041,0,970104,970111
QZ0021042,0,970104,970111
QZ0021043,0,970108,970114
QZ0021044,0,970104,970122
QZ0021045,0,970108,970114
QZ0021046,0,970108,970122
QZ0021047,0,970104,970111
QZ0021048,0,970104,970111
QZ0021049,0,970104,970111
QZ0021050,0,970104,970111
QZ0021051,0,970104,970111
QZ0021052,0,970104,970114
QZ0021054,0,970107,970114
QZ0021055,0,970110,970122
QZ0021056,0,970110,970122
QZ0021057,0,970110,970122
QZ0021058,0,970104,970111
QZ0021059,0,970108,970122
QZ0021060,0,970109,970122
QZ0021062,0,970104,970111
QZ0021063,0,970107,970110
QZ0021064,0,970107,970110
QZ0021065,0,970107,970110
QZ0021066,0,970104,970114
QZ0021067,0,970104,970111
QZ0021069,0,970107,970114
QZ0021070,0,970104,970111
QZ0021071,0,970108,970114
QZ0021072,0,970104,970122
QZ0021073,0,970108,970114
QZ0021074,0,970108,970114
QZ0021075,0,970108,970114
QZ0021076,0,970108,970114
QZ0021077,0,970108,970114
QZ0021078,0,970107,970110
QZ0021079,0,970104,970114
QZ0021080,0,970104,970111
QZ0021081,0,970104,970111
QZ0021082,0,970107,970114
QZ0021083,0,970108,970114
QZ0021084,0,970108,970114
QZ0021085,0,970108,970114
QZ0021086,0,970108,970114
QZ0021087,0,970107,970114
QZ0021088,0,970107,970114
QZ0021089,0,970104,970111
QZ0021090,0,970104,970111
QZ0021091,0,970104,970111
QZ0021092,0,970104,970111
QZ0021093,0,970104,970111
QZ0021094,0,970104,970111
QZ0021095,0,970104,970111
QZ0021096,0,970104,970111
QZ0021097,0,970104,970111
QZ0021098,0,970108,970114
QZ0021099,0,970108,970114
QZ0021100,0,970108,970114
QZ0021101,0,970108,970114
QZ0021102,0,970108,970114
QZ0021104,0,970104,970114
QZ0021105,0,970107,970114
QZ0021106,0,970107,970114
QZ0021107,0,970109,970114
QZ0021108,0,970108,970114
QZ0021110,0,970107,970110
QZ0021111,0,970104,970111
QZ0021112,0,970104,970111
QZ0021136,0,970104,970111
QZ0021137,0,970122,970204
QZ0021138,0,970122,970204
QZ0021139,0,970122,970204
QZ0021140,0,970122,970204
QZ0021141,0,970122,970204
QZ0021142,0,970124,970204
QZ0021143,0,970123,970205
QZ0021144,0,970124,970204
QZ0021146,0,970122,970205
QZ0021147,0,970123,970204
QZ0021148,0,970123,970204
QZ0021149,0,970122,970204
QZ0021150,0,970124,970321
QZ0021151,0,970124,970321
QZ0021152,0,970124,970204
QZ0021153,0,970123,970205
QZ0021154,0,970123,970204
QZ0021155,0,970122,970204
QZ0021156,0,970122,970204
QZ0021157,0,970122,970204
QZ0021158,0,970122,970204
QZ0021160,0,970124,970204
QZ0021161,0,970125,970222
QZ0021162,0,970123,970205
QZ0021163,0,970123,970204
QZ0021164,0,970125,970221
QZ0021165,0,970122,970204
QZ0021166,0,970122,970204
QZ0021167,0,970122,970204
QZ0021168,0,970122,970204
QZ0021169,0,970122,970204
QZ0021170,0,970122,970205
QZ0021171,0,970124,970321
QZ0021172,0,970124,970221
QZ0021173,0,970122,970204
QZ0021174,0,970124,970204
QZ0021175,0,970124,970204
QZ0021176,0,970124,970204
QZ0021177,0,970124,970204
QZ0021178,0,970124,970204
QZ0021179,0,970124,970204
QZ0021180,0,970122,970205
QZ0021181,0,970122,970204
QZ0021182,0,970122,970204
QZ0021183,0,970124,970204
QZ0021184,0,970122,970204
QZ0021185,0,970124,970205
QZ0021186,0,970124,970204
QZ0021187,0,970122,970204
QZ0021188,0,970123,970204
QZ0021189,0,970123,970204
QZ0021190,0,970122,970204
QZ0021191,0,970122,970204
QZ0021192,0,970122,970205
QZ0021193,0,970124,970204
QZ0021194,0,970124,970204
QZ0021198,0,970124,970204
QZ0021199,0,970122,970205
QZ0021200,0,970122,970205
QZ0021201,0,970122,970205
QZ0021202,0,970123,970205
QZ0021203,0,970124,970204
QZ0021204,0,970122,970205
QZ0021205,0,970122,970204
QZ0021206,0,970122,970204
QZ0021207,0,970124,970204
QZ0021208,0,970122,970204
QZ0021209,0,970122,970204
QZ0021210,0,970123,970205
QZ0021211,0,970124,970204
QZ0021212,0,970124,970204
QZ0021213,0,970124,970204
QZ0021214,0,970124,970204
QZ0021215,0,970123,970205
QZ0021216,0,970122,970205
QZ0021217,0,970124,970204
QZ0021218,0,970123,970205
QZ0021219,0,970122,970204
QZ0021220,0,970124,970204
QZ0021221,0,970124,970204
QZ0021222,0,970123,970205
QZ0021223,0,970124,970204
QZ0021224,0,970124,970204
QZ0021225,0,970124,970204
QZ0021226,0,970124,970204
QZ0021227,0,970122,970204
QZ0021228,0,970124,970204
QZ0021229,0,970122,970204
QZ0021230,0,970123,970204
QZ0021231,0,970123,970204
QZ0021232,0,970123,970204
QZ0021233,0,970123,970204
QZ0021234,0,970122,970204
QZ0021235,0,970122,970204
QZ0021236,0,970122,970205
QZ0021237,0,970124,970204
QZ0021238,0,970124,970204
QZ0021239,0,970124,970204
QZ0021240,0,970124,970205
QZ0021241,0,970123,970205
QZ0021242,0,970122,970204
QZ0021243,0,970122,970205
QZ0021244,0,970124,970204
QZ0021245,0,970124,970204
QZ0021246,0,970122,970204
QZ0021247,0,970122,970205
QZ0021249,0,970123,970204
QZ0021250,0,970124,970204
QZ0021251,0,970124,970221
QZ0021252,0,970124,970204
QZ0021253,0,970122,970204
QZ0021254,0,970122,970205
QZ0021255,0,970122,970205
QZ0021256,0,970122,970204
QZ0021257,0,970124,970204
QZ0021258,0,970123,970205
QZ0021259,0,970122,970204
QZ0021260,0,970124,970204
QZ0021261,0,970122,970204
QZ0021262,0,970124,970204
QZ0021265,0,970121,970204
QZ0021266,0,970122,970204
QZ0021267,0,970124,970204
QZ0021268,0,970124,970204
QZ0021269,0,970123,970204
QZ0021270,0,970123,970205
QZ0021271,0,970123,970205
QZ0021272,0,970122,970205
QZ0021273,0,970122,970205
QZ0021274,0,970122,970205
QZ0021275,0,970122,970205
QZ0021276,0,970122,970205
QZ0021277,0,970124,970204
QZ0021278,0,970124,970204
QZ0021279,0,970123,970205
QZ0021280,0,970123,970205
QZ0021281,0,970122,970204
QZ0021282,0,970122,970204
QZ0021284,0,970124,970204
QZ0021286,0,970124,970204
QZ0021287,0,970124,970204
QZ0021288,0,970123,970204
QZ0021289,0,970124,970204
QZ0021290,0,970122,970204
QZ0021291,0,970123,970205
QZ0021293,0,970122,970204
QZ0021294,0,970122,970204
QZ0021295,0,970122,970204
QZ0021296,0,970123,970204
QZ0021297,0,970123,970205
QZ0021298,0,970124,970221
QZ0021299,0,970124,970204
QZ0021300,0,970122,970204
QZ0021301,0,970122,970204
QZ0021302,0,970124,970204
QZ0021303,0,970124,970204
QZ0021304,0,970121,970204
QZ0021305,0,970122,970204
QZ0021306,0,970122,970204
QZ0021307,0,970122,970204
QZ0021308,0,970122,970204
QZ0021309,0,970122,970204
QZ0021310,0,970124,970204
QZ0021311,0,970123,970221
QZ0021312,0,970122,970205
QZ0021313,0,970123,970204
QZ0021314,0,970124,970204
QZ0021315,0,970123,970205
QZ0021316,0,970123,970204
QZ0021317,0,970124,970204
QZ0021318,0,970124,970204
QZ0021319,0,970124,970204
QZ0021320,0,970124,970204
QZ0021321,0,970124,970204
QZ0021322,0,970124,970204
QZ0021323,0,970123,970205
QZ0021324,0,970123,970205
QZ0021326,0,970122,970204
QZ0021327,0,970122,970204
QZ0021328,0,970122,970205
QZ0021329,0,970122,970205
QZ0021330,0,970122,970205
QZ0021331,0,970122,970204
QZ0021332,0,970123,970204
QZ0021333,0,970122,970204
QZ0021334,0,970123,970205
QZ0021385,0,970124,970204
QZ0021337,0,970129,970221
QZ0021338,0,970124,970204
QZ0021339,0,970124,970204
QZ0021340,0,970124,970204
QZ0021341,0,970124,970204
QZ0021342,0,970122,970204
QZ0021343,0,970124,970204
QZ0021344,0,970122,970205
QZ0021345,0,970123,970205
QZ0021346,0,970122,970204
QZ0021347,0,970122,970204
QZ0021348,0,970122,970204
QZ0021349,0,970122,970204
QZ0021350,0,970122,970204
QZ0021351,0,970122,970204
QZ0021352,0,970122,970204
QZ0021353,0,970122,970204
QZ0021355,0,970122,970204
QZ0021356,0,970122,970204
QZ0021357,0,970122,970204
QZ0021358,0,970122,970204
QZ0021359,0,970122,970204
QZ0021360,0,970122,970204
QZ0021361,0,970124,970204
QZ0021362,0,970123,970204
QZ0021363,0,970123,970204
QZ0021364,0,970123,970204
QZ0021365,0,970123,970205
QZ0021366,0,970122,970204
