BillNo,Sn,ArriveDate,RecordDate
QZ0037797,0,971113,971201
QZ0037798,0,971110,971128
QZ0037799,0,971110,971128
QZ0037800,0,971110,971128
QZ0037801,0,971112,971201
QZ0037802,0,971110,971128
QZ0037803,0,971110,971128
QZ0037804,0,971110,971128
QZ0037805,0,971110,971128
QZ0037806,0,971111,971128
QZ0037807,0,971111,971128
QZ0037808,0,971114,971128
QZ0037809,0,971112,971128
QZ0037810,0,971112,971128
QZ0037811,0,971110,971128
QZ0037812,0,971111,971128
QZ0037813,0,971111,971128
QZ0037814,0,971112,971128
QZ0037815,0,971112,971128
QZ0037816,0,971110,971117
QZ0037817,0,971110,971117
QZ0037818,0,971110,971117
QZ0037819,0,971110,971117
QZ0037820,0,971110,971117
QZ0037821,0,971112,971201
QZ0037822,0,971111,971117
QZ0037823,0,971110,971117
QZ0037824,0,971112,971201
QZ0037825,0,971110,971117
QZ0037826,0,971112,971201
QZ0037827,0,971111,971117
QZ0037828,0,971110,971117
QZ0037829,0,971110,971117
QZ0037830,0,971110,971117
QZ0037831,0,971112,971201
QZ0037832,0,971111,971201
QZ0037833,0,971112,971201
QZ0037834,0,971110,971117
QZ0037835,0,971112,971201
QZ0037836,0,971110,971117
QZ0037837,0,971111,971201
QZ0037838,0,971110,971117
QZ0037839,0,971110,971117
QZ0037840,0,971110,971117
QZ0037841,0,971110,971117
QZ0037842,0,971112,971201
QZ0037843,0,971110,971117
QZ0037844,0,971110,971117
QZ0037845,0,971110,971117
QZ0037846,0,971110,971117
QZ0037847,0,971110,971117
QZ0037848,0,971112,971201
QZ0037849,0,971110,971117
QZ0037850,0,971112,971201
QZ0037851,0,971111,971201
QZ0037852,0,971110,971117
QZ0037853,0,971111,971201
QZ0037854,0,971110,971117
QZ0037855,0,971112,971201
QZ0037856,0,971110,971117
QZ0037857,0,971110,971117
QZ0037858,0,971110,971117
QZ0037859,0,971110,971117
QZ0037860,0,971112,971201
QZ0037861,0,971110,971117
QZ0037862,0,971110,971117
QZ0037863,0,971110,971117
QZ0037864,0,971110,971117
QZ0037865,0,971110,971117
QZ0037866,0,971110,971117
QZ0037867,0,971110,971117
QZ0037868,0,971110,971117
QZ0037869,0,971112,971201
QZ0037870,0,971112,971201
QZ0037871,0,971110,971117
QZ0037872,0,971112,971201
QZ0037873,0,971112,971201
QZ0037874,0,971112,971201
QZ0037875,0,971110,971117
QZ0037876,0,971110,971117
QZ0037877,0,971110,971117
QZ0037878,0,971110,971117
QZ0037879,0,971112,971201
QZ0037880,0,971112,971201
QZ0037881,0,971112,971201
QZ0037882,0,971112,971201
QZ0037883,0,971112,971201
QZ0037884,0,971112,971201
QZ0037885,0,971112,971201
QZ0037886,0,971112,971201
QZ0037887,0,971112,971201
QZ0037888,0,971112,971201
QZ0037889,0,971112,971201
QZ0037890,0,971112,971201
QZ0037891,0,971112,971201
QZ0037892,0,971112,971201
QZ0037893,0,971110,971128
QZ0037894,0,971110,971128
QZ0037895,0,971110,971128
QZ0037896,0,971112,971128
QZ0037897,0,971110,971117
QZ0037898,0,971110,971117
QZ0037899,0,971110,971117
QZ0037900,0,971110,971117
QZ0037901,0,971112,971201
QZ0037902,0,971110,971128
QZ0037903,0,971110,971128
QZ0037904,0,971110,971128
QZ0037905,0,971110,971201
QZ0037906,0,971110,971128
QZ0037907,0,971112,971201
QZ0037908,0,971112,971201
QZ0037909,0,971112,971201
QZ0037910,0,971112,971201
QZ0037911,0,971112,971201
QZ0037912,0,971112,971201
QZ0037913,0,971110,971128
QZ0037914,0,971110,971128
QZ0037915,0,971110,971128
QZ0037916,0,971110,971128
QZ0037917,0,971112,971201
QZ0037918,0,971113,971201
QZ0037919,0,971112,971201
QZ0037920,0,971112,971201
QZ0037921,0,971112,971201
QZ0037922,0,971112,971201
QZ0037923,0,971111,971119
QZ0037924,0,971110,971117
QZ0037925,0,971110,971128
QZ0037926,0,971110,971128
QZ0037927,0,971111,971119
QZ0037928,0,971110,971117
QZ0037929,0,971110,971117
QZ0037930,0,971111,971201
QZ0037931,0,971111,971119
QZ0037932,0,971111,971119
QZ0037933,0,971110,971117
QZ0037934,0,971112,971201
QZ0037935,0,971110,971128
QZ0037936,0,971111,971128
QZ0037937,0,971111,971128
QZ0037938,0,971112,971201
QZ0037939,0,971112,971128
QZ0037940,0,971110,971128
QZ0037941,0,971110,971128
QZ0037942,0,971110,971128
QZ0037943,0,971112,971201
QZ0037944,0,971112,971201
QZ0037945,0,971112,971201
QZ0037946,0,971112,971201
QZ0037947,0,971112,971201
QZ0037948,0,971112,971201
QZ0037949,0,971112,971201
QZ0037950,0,971111,971128
QZ0037951,0,971110,971222
QZ0037953,0,971112,971201
QZ0037954,0,971110,971128
QZ0037955,0,971112,971218
QZ0037956,0,971110,971117
QZ0037957,0,971110,971117
QZ0037958,0,971110,971117
QZ0037959,0,971110,971117
QZ0037960,0,971110,971128
QZ0037961,0,971110,971128
QZ0037962,0,971112,971201
QZ0037963,0,971110,971117
QZ0037964,0,971112,971201
QZ0037965,0,971112,971201
QZ0037966,0,971112,971201
QZ0037967,0,971112,971201
QZ0037968,0,971108,971117
QZ0037969,0,971110,971117
QZ0037970,0,971110,971201
QZ0037971,0,971112,971201
QZ0037972,0,971110,971117
QZ0037973,0,971112,971201
QZ0037974,0,971111,971201
QZ0037975,0,971112,971201
QZ0037976,0,971112,971201
QZ0037978,0,971110,971128
QZ0037979,0,971112,971201
QZ0037980,0,971112,971201
QZ0037981,0,971112,971201
QZ0037982,0,971110,971128
QZ0037983,0,971110,971128
QZ0037984,0,971110,971128
QZ0037985,0,971203,971218
QZ0037987,0,971201,971222
QZ0037990,0,971203,971218
QZ0037992,0,971203,971218
QZ0037993,0,971203,971218
QZ0037996,0,971201,971222
QZ0037997,0,971208,971224
QZ0037998,0,971201,971222
QZ0037999,0,971203,971218
QZ0038000,0,971203,971218
QZ0038002,0,971203,971218
QZ0038004,0,971204,971219
QZ0038005,0,971203,971218
QZ0038008,0,971203,971218
QZ0038009,0,971203,971218
QZ0038036,0,971201,971222
QZ0038048,0,971202,971218
QZ0038055,0,971202,971224
QZ0038056,0,971203,971218
QZ0038058,0,971201,971222
QZ0038061,0,971203,971218
QZ0038062,0,971201,971222
QZ0038063,0,971201,971222
QZ0038064,0,971201,971222
QZ0038065,0,971201,971222
QZ0038066,0,971201,971222
QZ0038067,0,971201,971222
QZ0038068,0,971201,971222
QZ0038069,0,971201,971222
QZ0038070,0,971201,971222
QZ0038071,0,971203,971218
QZ0038072,0,971201,971222
QZ0038073,0,971202,971224
QZ0038074,0,971203,971218
QZ0038076,0,971203,971218
QZ0038077,0,971203,971218
QZ0038078,0,971203,971218
QZ0038079,0,971203,971218
QZ0038080,0,971203,971218
QZ0038081,0,971202,971218
QZ0038082,0,971203,971218
QZ0038083,0,971201,971224
QZ0038084,0,971201,971224
QZ0038085,0,971201,971224
QZ0038086,0,971201,971224
QZ0038087,0,971201,971224
QZ0038088,0,971202,971224
QZ0038089,0,971203,971218
QZ0038090,0,971201,971222
QZ0038091,0,971202,971224
QZ0038092,0,971203,971218
QZ0038093,0,971201,971222
QZ0038094,0,971202,971224
QZ0038095,0,971201,971222
QZ0038096,0,971203,971218
QZ0038097,0,971201,980105
QZ0038098,0,971202,971218
QZ0038099,0,971201,980105
QZ0038100,0,971201,980105
QZ0038101,0,971202,971224
QZ0038102,0,971201,971218
QZ0038103,0,971203,971218
QZ0038104,0,971202,971224
QZ0038105,0,971203,971224
QZ0038106,0,971201,971222
QZ0038107,0,971203,971218
QZ0038108,0,971203,971218
QZ0038109,0,971203,971218
QZ0038110,0,971203,971218
QZ0038111,0,971201,971222
QZ0038112,0,971201,971222
QZ0038113,0,971201,971222
QZ0038114,0,971203,971218
QZ0038115,0,971203,971218
QZ0038116,0,971202,971224
QZ0038117,0,971201,971222
QZ0038118,0,971203,971218
QZ0038119,0,971202,971218
QZ0038120,0,971202,971218
QZ0038121,0,971202,971218
QZ0038122,0,971201,971222
QZ0038123,0,971204,971224
QZ0038124,0,971204,971224
QZ0038125,0,971201,971222
QZ0038126,0,971201,971222
QZ0038127,0,971201,971222
QZ0038128,0,971201,971222
QZ0038129,0,971201,971222
QZ0038130,0,971201,971222
QZ0038132,0,971201,971222
QZ0038133,0,971201,971222
QZ0038134,0,971203,971218
QZ0038135,0,971203,971218
QZ0038136,0,971203,971218
QZ0038137,0,971202,971218
QZ0038138,0,971202,971218
QZ0038139,0,971201,971222
QZ0038140,0,971202,971218
QZ0038141,0,971203,971218
QZ0038142,0,971203,971218
QZ0038143,0,971201,971222
QZ0038144,0,971201,971222
QZ0038145,0,971201,971222
QZ0038146,0,971202,971224
QZ0038147,0,971202,971218
QZ0038148,0,971201,971222
QZ0038149,0,971201,971222
QZ0038150,0,971202,971218
QZ0038151,0,971129,971222
QZ0038152,0,971201,971222
QZ0038153,0,971203,971218
QZ0038154,0,971203,971218
QZ0038155,0,971201,971222
QZ0038156,0,971201,971222
QZ0038157,0,971202,971224
QZ0038158,0,971201,971222
QZ0038159,0,971201,971222
QZ0038160,0,971201,971222
QZ0038161,0,971201,971222
QZ0038162,0,971201,971222
QZ0038163,0,971202,971218
QZ0038164,0,971202,971218
QZ0038165,0,971202,971218
QZ0038166,0,971202,971218
QZ0038167,0,971202,971218
QZ0038168,0,971202,971218
QZ0038169,0,971202,971218
QZ0038170,0,971202,971218
QZ0038171,0,971202,971218
QZ0038172,0,971202,971218
QZ0038173,0,971202,971218
QZ0038174,0,971202,971218
QZ0038175,0,971202,971218
QZ0038176,0,971202,971218
QZ0038177,0,971202,971218
QZ0038178,0,971202,971218
QZ0038179,0,971202,971218
QZ0038180,0,971202,971218
QZ0038181,0,971202,971218
QZ0038182,0,971201,971218
QZ0038183,0,971201,971222
QZ0038184,0,971202,971218
QZ0038185,0,971202,971218
QZ0038186,0,971202,971218
QZ0038187,0,971201,971222
QZ0038188,0,971201,971222
QZ0038189,0,971202,971218
QZ0038190,0,971201,971222
QZ0038191,0,971203,971218
QZ0038192,0,971202,971218
QZ0038193,0,971202,971218
QZ0038194,0,971202,971224
QZ0038195,0,971202,971224
QZ0038196,0,971201,971222
QZ0038197,0,971201,971222
QZ0039238,0,971224,980116
QZ0038198,0,971203,971218
QZ0038199,0,971201,971222
QZ0038200,0,971201,971222
QZ0038201,0,971202,971218
QZ0038202,0,971203,971218
QZ0038203,0,971202,971218
QZ0038204,0,971202,971218
QZ0038205,0,971202,971218
QZ0038206,0,971202,971224
QZ0038207,0,971201,971222
QZ0038208,0,971204,971219
QZ0038209,0,971201,971222
QZ0038210,0,971201,971222
QZ0038211,0,971201,971222
QZ0038212,0,971201,971222
QZ0038213,0,971203,971218
QZ0038214,0,971204,971219
QZ0038215,0,971204,971219
QZ0038216,0,971201,971222
QZ0038217,0,971203,971218
QZ0038218,0,971203,971218
QZ0038219,0,971201,971222
QZ0038220,0,971203,971218
QZ0038221,0,971202,971224
QZ0038222,0,971201,971222
QZ0038223,0,971201,971222
QZ0038224,0,971201,971222
QZ0038225,0,971203,971224
QZ0038226,0,971203,971224
QZ0038227,0,971201,971222
QZ0038228,0,971201,971222
QZ0038229,0,971203,971218
QZ0038230,0,971203,971218
QZ0038231,0,971201,971222
QZ0038232,0,971201,971222
QZ0038233,0,971201,971222
QZ0038234,0,971203,971218
QZ0038235,0,971202,971224
QZ0038236,0,971203,971218
QZ0038237,0,971203,971218
QZ0038238,0,971203,971218
QZ0038239,0,971203,971218
QZ0038240,0,971201,971222
QZ0038241,0,971202,971218
QZ0038242,0,971201,971222
QZ0038243,0,971201,971222
QZ0038244,0,971201,971222
QZ0038245,0,971201,971222
QZ0038246,0,971201,971222
QZ0038247,0,971201,971222
QZ0038248,0,971201,971222
QZ0038249,0,971201,971218
QZ0038250,0,971201,971218
QZ0038251,0,971202,971224
QZ0038252,0,971201,971222
QZ0038253,0,971201,971222
QZ0038254,0,971201,971222
QZ0038255,0,971203,971218
QZ0038256,0,971202,971218
QZ0038257,0,971203,971218
QZ0038258,0,971203,971218
QZ0038259,0,971202,971224
QZ0038260,0,971202,971224
QZ0038261,0,971201,971222
QZ0038262,0,971201,971222
QZ0038263,0,971202,971218
QZ0038264,0,971201,971222
QZ0038265,0,971203,971218
QZ0038266,0,971202,971218
QZ0038269,0,971202,971224
QZ0038270,0,971201,971222
QZ0038271,0,971203,971218
QZ0038272,0,971203,971218
QZ0038273,0,971203,971218
QZ0038274,0,971201,971222
QZ0038275,0,971201,971222
QZ0038276,0,971201,971222
QZ0038277,0,971201,971222
QZ0038278,0,971203,971218
QZ0038279,0,971203,971218
QZ0038281,0,971201,971222
QZ0038282,0,971203,971218
QZ0038283,0,971203,971218
QZ0038284,0,971201,971222
QZ0038285,0,971201,971222
QZ0038286,0,971201,971222
QZ0038287,0,971201,971222
QZ0038288,0,971201,971222
QZ0038289,0,971201,971222
QZ0038290,0,971201,971222
QZ0038291,0,971201,971222
QZ0038292,0,971201,971222
QZ0038293,0,971201,971222
QZ0038294,0,971201,971222
QZ0038295,0,971203,971218
QZ0038296,0,971203,971218
QZ0038297,0,971203,971218
QZ0038298,0,971203,971218
QZ0038299,0,971203,971218
QZ0038300,0,971201,971222
QZ0038324,0,971201,971222
QZ0038301,0,971201,971222
QZ0038302,0,971201,971222
QZ0038303,0,971201,971222
QZ0038304,0,971201,971222
QZ0038305,0,971201,971222
QZ0038306,0,971201,971222
QZ0038307,0,971201,971222
QZ0038308,0,971201,971222
QZ0038309,0,971203,971218
QZ0038310,0,971203,971218
QZ0038311,0,971202,971224
QZ0038312,0,971201,971222
QZ0038313,0,971203,971218
QZ0038314,0,971202,971224
QZ0038315,0,971202,971224
QZ0038316,0,971202,971224
QZ0038317,0,971202,971224
QZ0038318,0,971202,971224
QZ0038319,0,971202,971224
QZ0038320,0,971203,971218
QZ0038321,0,971203,971219
QZ0038322,0,971203,971218
QZ0038323,0,971201,971222
QZ0038325,0,971201,971222
QZ0038326,0,971201,971222
QZ0038327,0,971101,971222
QZ0038328,0,971201,971222
QZ0038329,0,971201,971222
QZ0038330,0,971201,971222
QZ0038331,0,971201,971222
QZ0038332,0,971201,971222
QZ0038333,0,971201,971222
QZ0038334,0,971201,971222
QZ0038335,0,971203,971218
QZ0038336,0,971203,971218
QZ0038337,0,971201,971222
QZ0038338,0,971201,971222
QZ0038339,0,971201,971222
QZ0038340,0,971203,971218
QZ0038341,0,971202,971224
QZ0038342,0,971201,971222
QZ0038343,0,971201,971222
QZ0038344,0,971201,971222
QZ0038345,0,971201,971222
QZ0038346,0,971201,971222
QZ0038347,0,971203,971219
QZ0038348,0,971203,971219
QZ0038349,0,971201,971222
QZ0038350,0,971201,971222
QZ0038351,0,971201,971222
QZ0038352,0,971203,971224
QZ0038353,0,971203,971224
QZ0038354,0,971202,971224
QZ0038355,0,971203,971219
QZ0038356,0,971201,971222
QZ0038357,0,971201,971222
QZ0038358,0,971201,971222
QZ0038359,0,971201,971222
QZ0038360,0,971201,971222
QZ0038361,0,971201,971222
QZ0038362,0,971201,971222
QZ0038363,0,971203,971218
QZ0038364,0,971203,971218
QZ0038365,0,971201,971222
QZ0038366,0,971203,971218
QZ0038367,0,971203,971218
QZ0038368,0,971201,971222
QZ0038369,0,971203,971218
QZ0038370,0,971203,971218
QZ0038371,0,971203,971218
QZ0038372,0,971203,971218
QZ0038373,0,971203,971218
QZ0038374,0,971201,971222
QZ0038375,0,971201,971222
QZ0038376,0,971202,971224
QZ0038377,0,971201,971222
QZ0038378,0,971201,971222
QZ0038379,0,971201,971222
QZ0038380,0,971201,971222
QZ0038381,0,971201,971222
QZ0038382,0,971203,971218
QZ0038383,0,971202,971224
QZ0038384,0,971201,971222
QZ0038385,0,971201,971222
QZ0038386,0,971201,971222
QZ0038387,0,971201,971222
QZ0038388,0,971201,971222
QZ0038389,0,971201,971222
QZ0038390,0,971201,971222
QZ0038391,0,971202,971222
QZ0038392,0,971201,971222
QZ0038393,0,971202,971224
QZ0038394,0,971202,971224
QZ0038395,0,971201,971222
QZ0038396,0,971203,971218
QZ0038397,0,971203,971218
QZ0038398,0,971201,971222
QZ0038399,0,971201,971222
QZ0038400,0,971202,971224
QZ0038401,0,971201,971222
QZ0038402,0,971202,971224
QZ0038403,0,971201,971222
QZ0038404,0,971201,971222
QZ0038405,0,971203,971218
QZ0038406,0,971202,971224
QZ0038407,0,971201,971222
QZ0038408,0,971202,971224
QZ0038409,0,971201,971222
QZ0038410,0,971201,971222
QZ0038411,0,971201,971222
QZ0038412,0,971203,971218
QZ0038414,0,971201,971222
QZ0038415,0,971203,971218
QZ0038416,0,971203,971218
QZ0038417,0,971203,971218
QZ0038418,0,971203,971218
QZ0038419,0,971203,971218
QZ0038420,0,971203,971218
QZ0038421,0,971203,971218
QZ0038422,0,971203,971218
QZ0038423,0,971203,971218
QZ0038424,0,971203,971218
QZ0038425,0,971203,971218
QZ0038426,0,971203,971218
QZ0038427,0,971201,971222
QZ0038428,0,971201,971222
QZ0038429,0,971201,971222
QZ0038430,0,971201,971222
QZ0038431,0,971203,971218
QZ0038432,0,971203,971218
QZ0038433,0,971203,971218
QZ0038434,0,971203,971218
QZ0038435,0,971203,971218
QZ0038436,0,971201,971222
QZ0038437,0,971201,971222
QZ0038438,0,971201,971222
QZ0038439,0,971201,971222
QZ0038440,0,971201,971222
QZ0038441,0,971201,971222
QZ0038442,0,971201,971222
QZ0038443,0,971201,971222
QZ0038444,0,971201,971222
QZ0038445,0,971201,971222
QZ0038446,0,971201,971222
QZ0038447,0,971203,971218
QZ0038448,0,971203,971218
QZ0038449,0,971202,971218
QZ0038450,0,971203,971218
QZ0038451,0,971203,971218
QZ0038452,0,971203,971218
QZ0038453,0,971202,971224
QZ0038454,0,971202,971224
QZ0038455,0,971201,971222
QZ0038456,0,971201,971222
QZ0038457,0,971201,971222
QZ0038458,0,971201,971218
QZ0038459,0,971201,971222
QZ0038460,0,971201,971222
QZ0038461,0,971203,971218
QZ0038462,0,971203,971218
QZ0038463,0,971203,971218
QZ0038464,0,971203,971218
QZ0038465,0,971203,971218
QZ0038466,0,971204,971219
QZ0038467,0,971203,971218
QZ0038468,0,971201,971222
QZ0038469,0,971201,971222
QZ0038470,0,971201,971222
QZ0038471,0,971203,971218
QZ0038472,0,971202,971218
QZ0038473,0,971201,971222
QZ0038474,0,971201,971222
QZ0038475,0,971201,971222
QZ0038476,0,971203,971218
QZ0038477,0,971203,971218
QZ0038478,0,971203,971218
QZ0038479,0,971203,971218
QZ0038480,0,971202,971218
QZ0038481,0,971202,971218
QZ0038482,0,971202,971218
QZ0038483,0,971201,971222
QZ0038484,0,971201,971222
QZ0038485,0,971201,971222
QZ0038486,0,971201,971222
QZ0038487,0,971203,971218
QZ0038488,0,971201,971222
QZ0038489,0,971203,971218
QZ0038490,0,971201,971222
QZ0038491,0,971201,971222
QZ0038492,0,971201,971222
QZ0038493,0,971203,971224
QZ0038494,0,971203,971224
QZ0038495,0,971201,971222
QZ0038496,0,971202,971218
QZ0038497,0,971203,971219
QZ0038498,0,971202,971218
QZ0038499,0,971201,971222
QZ0038500,0,971201,971222
QZ0038501,0,971201,971222
QZ0038502,0,971201,971222
QZ0038503,0,971201,971222
QZ0038504,0,971203,971218
QZ0038505,0,971203,971218
QZ0038506,0,971203,971218
QZ0038507,0,971203,971218
QZ0038508,0,971201,971222
QZ0038509,0,971203,971218
QZ0038510,0,971201,971222
QZ0038511,0,971203,971218
QZ0038512,0,971201,971222
QZ0038513,0,971203,971218
QZ0038514,0,971202,971218
QZ0038515,0,971202,971224
QZ0038516,0,971202,971224
QZ0038517,0,971202,971224
QZ0038518,0,971203,971218
QZ0038519,0,971201,971222
QZ0038520,0,971203,971218
QZ0038521,0,971201,971222
QZ0038522,0,971202,971224
QZ0038523,0,971205,971224
QZ0038524,0,971202,971218
QZ0038525,0,971202,971218
QZ0038526,0,971203,971218
QZ0038527,0,971202,971224
QZ0038528,0,971203,971218
QZ0038529,0,971203,971218
QZ0038530,0,971201,971222
QZ0038531,0,971201,971222
QZ0038532,0,971201,971222
QZ0038533,0,971201,971222
QZ0038534,0,971202,971218
QZ0038535,0,971201,971222
QZ0038536,0,971210,971222
QZ0038537,0,971210,971222
QZ0038538,0,971210,971222
QZ0038539,0,971214,971222
QZ0038540,0,971209,971222
QZ0038541,0,971209,971222
QZ0038542,0,971209,971222
QZ0038543,0,971209,971222
QZ0038544,0,971208,971224
QZ0038546,0,971210,971222
QZ0038547,0,971210,971222
QZ0038548,0,971210,971222
QZ0038549,0,971209,971222
QZ0038550,0,971209,971222
QZ0038551,0,971209,971222
QZ0038552,0,971208,971224
QZ0038553,0,971208,971224
QZ0038554,0,971208,971224
QZ0038555,0,971208,971224
QZ0038556,0,971208,971224
QZ0038557,0,971201,980105
QZ0038558,0,971210,971222
QZ0038559,0,971209,971219
QZ0038560,0,971209,971219
QZ0038561,0,971209,971219
QZ0038562,0,971209,971219
QZ0038563,0,971209,971219
QZ0038564,0,971209,971219
QZ0038565,0,971210,971222
QZ0038566,0,971210,971222
QZ0038567,0,971210,971222
QZ0038568,0,971211,971222
QZ0038569,0,971210,971222
QZ0038570,0,971211,971222
QZ0038571,0,971210,971222
QZ0038572,0,971210,971222
QZ0038573,0,971210,971222
QZ0038575,0,971209,971224
QZ0038597,0,971209,971222
QZ0038598,0,971209,971222
QZ0038601,0,971208,971224
QZ0038622,0,971209,971224
QZ0038630,0,971210,971222
QZ0038631,0,971210,971222
QZ0038632,0,971210,971222
QZ0038633,0,971208,971224
QZ0038634,0,971208,971224
QZ0038635,0,971210,971222
QZ0038636,0,971210,971222
QZ0038637,0,971210,971222
QZ0038638,0,971208,971224
QZ0038639,0,971209,971224
QZ0038641,0,971209,971224
QZ0038642,0,971208,971224
QZ0038643,0,971208,971224
QZ0038644,0,971208,971224
QZ0038645,0,971210,971222
QZ0038646,0,971208,971224
QZ0038647,0,971208,971224
QZ0038648,0,971210,971222
QZ0038649,0,971208,971224
QZ0038650,0,971208,971224
QZ0038651,0,971210,971222
QZ0038652,0,971210,971224
QZ0038653,0,971208,971224
QZ0038654,0,971208,971224
QZ0038655,0,971210,971222
QZ0038656,0,971208,971224
QZ0038657,0,971209,971219
QZ0038658,0,971210,971222
QZ0038659,0,971208,971224
QZ0038660,0,971209,971224
QZ0038661,0,971201,980105
QZ0038662,0,971208,971224
QZ0038663,0,971208,971224
QZ0038664,0,971208,971224
QZ0038665,0,971208,971219
QZ0038666,0,971212,971224
QZ0038667,0,971208,971224
QZ0038668,0,971209,971224
QZ0038669,0,971208,971224
QZ0038670,0,971208,971224
QZ0038671,0,971208,971224
QZ0038672,0,971208,971224
QZ0038673,0,971210,971222
QZ0038674,0,971210,971222
QZ0038675,0,971208,971224
QZ0038676,0,971208,971219
QZ0038677,0,971208,971224
QZ0038678,0,971208,971224
QZ0038679,0,980106,980116
QZ0038680,0,971208,971224
QZ0038681,0,971209,971222
QZ0038682,0,971209,971224
QZ0038683,0,971208,971224
QZ0038684,0,971210,971222
QZ0038685,0,971209,971224
QZ0038686,0,971208,971224
QZ0038687,0,971208,971224
QZ0038688,0,971208,971224
QZ0038689,0,971208,971224
QZ0038690,0,971208,971224
QZ0038691,0,971208,971224
QZ0038692,0,971208,971224
QZ0038693,0,971208,971224
QZ0038694,0,971211,971222
QZ0038695,0,971210,971222
QZ0038696,0,971210,971222
QZ0038697,0,971209,971224
QZ0038698,0,971210,971222
QZ0038699,0,971208,971224
QZ0038700,0,971208,971224
QZ0038701,0,971210,971222
QZ0038702,0,971210,971222
QZ0038703,0,971208,971224
QZ0038704,0,971208,971224
QZ0038705,0,971208,971224
QZ0038706,0,971209,971224
QZ0038707,0,971209,971224
QZ0038708,0,971209,971224
QZ0038709,0,971209,971224
QZ0038710,0,971210,971222
QZ0038711,0,971208,971224
QZ0038712,0,971209,971224
QZ0038713,0,971208,971224
QZ0038714,0,971208,971224
QZ0038715,0,971208,971224
QZ0038716,0,971209,971224
QZ0038717,0,971208,971224
QZ0038718,0,971210,971222
QZ0038719,0,971209,971224
QZ0038721,0,971209,971222
QZ0038722,0,971209,971222
QZ0038723,0,971209,971222
QZ0038724,0,971209,971224
QZ0038725,0,971209,971222
QZ0038726,0,971208,971224
QZ0038727,0,971208,971224
QZ0038728,0,971208,971224
QZ0038729,0,971208,971224
QZ0038730,0,971208,971224
QZ0038731,0,971209,971222
QZ0038732,0,971208,971224
QZ0038734,0,971210,971222
QZ0038735,0,971210,971224
QZ0038736,0,971209,971224
QZ0038737,0,971209,971222
QZ0038738,0,971209,971222
QZ0038739,0,971209,971222
QZ0038740,0,971209,971222
QZ0038741,0,971209,971222
QZ0038742,0,971209,971222
QZ0038743,0,971209,971222
QZ0038744,0,971209,971222
QZ0038745,0,971209,971222
QZ0038746,0,971209,971222
QZ0038747,0,971209,971222
QZ0038748,0,971209,971222
QZ0038749,0,971209,971222
QZ0038750,0,971209,971222
QZ0038751,0,971209,971222
QZ0038752,0,971208,971224
QZ0038753,0,971208,971224
QZ0038754,0,971208,971224
QZ0038755,0,971208,971224
QZ0038757,0,971210,971222
QZ0038758,0,971209,971224
QZ0038759,0,971208,971224
QZ0038760,0,971208,971224
QZ0038761,0,971209,971224
QZ0038762,0,971209,971224
QZ0038763,0,971209,971224
QZ0038764,0,971209,971224
QZ0038765,0,971209,971224
QZ0038766,0,971208,971224
QZ0038767,0,971208,971224
QZ0038768,0,971209,971222
QZ0038769,0,971209,971222
QZ0038770,0,971209,971222
QZ0038771,0,971209,971222
QZ0038772,0,971209,971222
QZ0038773,0,971209,971222
QZ0038774,0,971210,971222
QZ0038775,0,971210,971222
QZ0038776,0,971209,971224
QZ0038777,0,971209,971222
QZ0038778,0,971209,971222
QZ0038779,0,971209,971222
QZ0038780,0,971209,971222
QZ0038781,0,971209,971222
QZ0038782,0,971209,971222
QZ0038783,0,971210,971222
QZ0038784,0,971208,971224
QZ0038785,0,971208,971224
QZ0038786,0,971211,971222
QZ0038787,0,971210,971222
QZ0038788,0,971210,971222
QZ0038789,0,971208,971224
QZ0038790,0,971211,971222
QZ0038791,0,971208,971224
QZ0038792,0,971208,971224
QZ0038793,0,971208,971224
QZ0038794,0,971208,971224
QZ0038795,0,971208,971224
QZ0038796,0,971208,971224
QZ0038797,0,971210,971222
QZ0038798,0,971208,971224
QZ0038799,0,971208,971224
QZ0038800,0,971209,971224
QZ0038801,0,971208,971224
QZ0038802,0,971208,971224
QZ0038803,0,971209,971222
QZ0038804,0,971209,971222
QZ0038805,0,971208,971224
QZ0038806,0,971208,971224
QZ0038807,0,971210,971222
QZ0038808,0,971208,971224
QZ0038809,0,971208,971224
QZ0038810,0,971208,971224
QZ0038811,0,971209,971222
QZ0038812,0,971208,971224
QZ0038813,0,971210,971222
QZ0038814,0,971210,971222
QZ0038815,0,971208,971224
QZ0038816,0,971209,971222
QZ0038817,0,971209,971222
QZ0038818,0,971209,971222
QZ0038819,0,971209,971222
QZ0038820,0,971208,971224
QZ0038821,0,971208,971224
QZ0038822,0,971210,971222
QZ0038823,0,971208,971224
QZ0038824,0,971208,971224
QZ0038825,0,971208,971224
QZ0038826,0,971208,971224
QZ0038827,0,971210,971222
QZ0038828,0,971210,971222
QZ0038833,0,971210,971222
QZ0038834,0,971210,971222
QZ0038835,0,971210,971222
QZ0038836,0,971210,971222
QZ0038837,0,971208,971224
QZ0038838,0,971210,971222
QZ0038839,0,971210,971222
QZ0038840,0,971208,971224
QZ0038841,0,971208,971224
QZ0038842,0,971208,971224
QZ0038843,0,971208,971224
QZ0038844,0,971208,971224
QZ0038845,0,971210,971222
QZ0038846,0,971208,971224
QZ0038847,0,971208,971224
QZ0038848,0,971208,971224
QZ0038849,0,971210,971222
QZ0038850,0,971210,971222
